"","Label","Marker"
"1510","Parietal cells-6","Tsc22d2, Vsig1, Sult1c2, Eps8l1, Kcnj15, Aldh3a1, Slc5a5, Syt16, Cldn18, Anxa10"
"1511","Parietal cells-7","Dmbx1, Gm22521, Gm18595, RP23-346B12.3, Gm15241, Gm15482, RP23-242C11.1, Gm15543, 2200002J24Rik, 2210420H20Rik"
"1512","Parietal cells-8","B530045E10Rik, Gm14542, Dmbx1, 2210420H20Rik, Gm27224, Hist2h2be, Fbxw18, Gm15241, Tmprss9, RP23-436F15.6"
"1513","Parietal cells-9","Dmbx1, Fbxw18, 2210420H20Rik, RP23-436F15.6, CH25-241D1.1, Pthlh, Palm3, Gm5067, Hist1h2bg, Gm24119"
"1514","Parietal cells-10","2210409E12Rik, Gm15543, RP23-6F21.3, Dmbx1, RP23-124B2.3, Gm13594, 2210420H20Rik, RP24-413A18.7, Gm17257, Fbxw26"
"1515","Parietal cells-11","2210420H20Rik, Timm8a1, Rps3a3, Dmbx1, Pthlh, Gm15241, Vmn2r-ps21, Gm7206, Palm3, RP23-436F15.6"
"1516","Parietal cells-12","2210409E12Rik, 2210420H20Rik, A230107N01Rik, Gm15482, Dmbx1, Gm7331, 1190007I07Rik, Gm13376, Gm12338, CH25-241D1.1"
"1517","Parietal cells-13","2210420H20Rik, Gm11413, Fbxw18, RP23-436F15.6, Gm5067, Gm23199, Dmbx1, Amh, Sstr2, Gm10051"
"1518","Parietal cells-14","Gm15482, Gm14542, Gm12892, Gm13991, 2210420H20Rik, 2200002J24Rik, Dmbx1, Nudt22, Mir763, Fbxw18"
"1519","Parietal cells-15","2210420H20Rik, 2200002J24Rik, BC022687, Fbxw18, Dmbx1, Gm15482, Hsbp1l1, Gm14055, Gm16241, RP23-436F15.6"
"1520","Parietal cells-16","Gm15482, RP23-436F15.6, Dmbx1, Cox7a1, 2210420H20Rik, Gm24379, Gm12254, RP23-124B2.3, Sdhaf1, Gm4459"
"1521","Parietal cells-17","Coa3, Tmem185b, RP24-359F24.1, Fkbp6, Gm7580, 2010320O07Rik, Amigo3, RP23-169H13.6, RP23-6F21.1, Lrfn4"
"1522","Parietal cells-18","Pla2g1b, Atp4a, Gm15564, Gif, Furin, Psca, Pdia2, Atp4b, Clic6, Oxct1"
"1523","Pde4c positive cells-0","Gm4131, Nkx3-2, Gpbar1, Hand1, RP23-373D16.4, Pde4c, Tmem200c, Nxnl2, Eif1b, Trim43c"
"1524","Pde4c positive cells-1","Nkx3-2, Serpinb1b, 4933407L21Rik, Gm4131, 1700061H18Rik, Gm16141, Gm28876, Tcf21, Scml2, 2700069I18Rik"
"1525","Pde4c positive cells-2","RP23-373D16.4, Gm11856, Hand1, Nkx3-2, Gm4131, C430049B03Rik, Gm13269, Slc27a6, Gm26070, RP23-291L24.4"
"1526","Pde4c positive cells-3","Nkx3-2, RP23-373D16.3, Hand1, Zfp580, Mir145a, Tmem200c, Slc27a6, Gm29430, RP23-291L24.4, Gm14057"
"1527","Pde4c positive cells-4","Fpr-rs4, 1700025D23Rik, Gm20643, Gm11363, Olfr609, Olfr317, Gm13345, Gm15826, RP23-1B19.5, Gm12628"
"1528","Pde4c positive cells-5","Rpl23a-ps12, Prl6a1, Olfr1501, Mir5126, Olfr248, Dkk1, 1700020N01Rik, 4930511O05Rik, Gm16079, Gm28168"
"1529","Pde4c positive cells-6","Sh3d2c-ps1, Gm13735, Gm14358, Gm13499, Gm14277, Mir670, Gpbar1, Prss38, RP23-145F9.2, Smim23"
"1530","Pituitary cells_1","Gh, Gm14618, Gm14617, Gm28543, Pou1f1, 5330429C05Rik, A930006I01Rik, Ghrhr, Gm9105, Neurod4"
"1531","Pituitary cells_2","Gm1604A, Pou1f1, Six6, Gm14618, Chrna6, Fam188b2, Hist1h4j, Gm26619, Gm15839, Chil6"
"1532","Pituitary cells_3","Prl, Pou1f1, Gucy2f, Gm1604A, RP23-113F14.3, Gm14617, Six6, Gm14618, Gm26709, Fam188b2"
"1533","Pituitary cells_4","4930544I03Rik, Cga, Fshb, Gnrhr, Cib4, Nr5a1os, Gm15295, Ttc24, Tshb, Foxl2"
"1534","Pituitary cells_5","Pomc, Oacyl, Mir216b, Pth, Mir375, Gm29014, Mir210, Tbx19, Gm15426, Gm16550"
"1535","Pituitary cells_6","Gm17226, Tbx19, Gm16550, Pth2, Mir375, Mir7-2, Gm13064, Gm3978, Tlx3, Gm4152"
"1536","Podocytes-0","2810433D01Rik, Ddn, Rhpn1, Gm9869, RP24-393L8.1, Wt1os, Pard3bos2, Gm15866, Trib2, AC021667.1"
"1537","Podocytes-1","BB014433, Rdh1, Tmem150cos, Gm266, Rhpn1, Gm28046, Foxd1, Top1mt, Wt1os, Ddn"
"1538","Podocytes-2","Acsm2, Rhpn1, BB014433, Nphs2, RP24-393L8.1, Foxl1, Fam65a, Ddn, Gm11747, Top1mt"
"1539","Podocytes-3","Gm22163, 4921504A21Rik, Nphs1os, BB014433, CH36-500J15.3, 4933407E24Rik, Ddn, Foxd1, Foxl1, Rhpn1"
"1540","Podocytes-4","Podxl, Nphs1, Nphs2, AA672651, Gm9946, Fam65a, Rhpn1, Wt1os, Cyp1b1, Nphs1os"
"1541","Podocytes-5","Gm10845, Gm12678, Gm15217, Gm12962, Foxd1, RP24-393L8.1, D630029K05Rik, Rpusd3, Gm15689, Gm10271"
"1542","Podocytes-6","4933407E24Rik, Gm28046, Rhpn1, Foxl1, Foxd1, RP24-393L8.1, Mir6539, Gm266, Wt1os, Gbx1"
"1543","Podocytes-7","Srgap1, Magi2, Ptpro, Wt1os, Ddn, Rhpn1, Nphs1os, Lmx1b, Gm266, RP24-393L8.1"
"1544","Podocytes-8","Rxfp2, Cst12, Sp6, Gm16196, Foxd1, Gm28730, Rassf10, RP24-568B16.4, Gm9946, Foxc2"
"1545","Podocytes-9","Angpt2, Crb2, Asb9, Gm13815, Ambn, Rhpn1, 4930486I03Rik, Sox15, Cldn16, 3830432H09Rik"
"1546","Podocytes-10","Gm14437, Gm28046, RP23-286J21.1, Rhpn1, Gm266, Gm28730, Foxd1, Gm26632, RP24-393L8.1, 5830454E08Rik"
"1547","Podocytes-11","Sema3g, Top1mt, Wt1, Wt1os, Thsd7a, Trib2, 4933407E24Rik, RP24-393L8.1, Rdh1, RP23-327M13.6"
"1548","Podocytes-12","Gm3138, Pou4f3, Iqcf5, Gm16210, Vmn1r223, Gm15524, Gm26277, Gm14710, Olfr1342, BB014433"
"1549","Podocytes-13","Mir7221, Gm6956, Gm24392, Gm25335, Iqcf5, Gm14000, AA672651, Gm22163, Nphs1os, Wsb2-ps"
"1550","Principal cells-0","Gm15795, A930017K11Rik, Glis2, Gm12580, Spr-ps1, Gm20485, D630044L22Rik, Gm13652, Bcas3os2, Gm29114"
"1551","Principal cells-1","Gm6736, Dnajb1, Gm8696, Zfp42, Gsdma3, Gjb4, Gstm2, Gm25364, Gm2423, Prss35"
"1552","Principal cells-2","Gm26442, Trim60, Epor, Gm26556, Gm23138, A930017K11Rik, Gm13312, Nhlrc4, E230016K23Rik, Gm11940"
"1553","Principal cells-3","D630044L22Rik, Zar1, Gpr97, A930017K11Rik, Spr-ps1, Rhbg, Gm27028, Kcne1, Trim60, Tacstd2"
"1554","Principal cells-4","Nhlrc4, Defb29, Klrg2, Gm14488, Gm13655, Ier5l, Trim60, Gm13312, A930017K11Rik, Gm11715"
"1555","Principal cells-5","Hist2h2bb, Oit3, Gm9972, Gm15813, Defb29, Gm11752, Hist2h2be, Gm7785, Gm12681, Nhlrc4"
"1556","Principal cells-6","Muc20, Klhl14, Ptplad2, Muc1, Sesn3, Gstm2, Sbspon, Camkk2, Cldn8, Gm6665"
"1557","Principal cells-7","Gm20485, RP24-343J5.2, A930017K11Rik, 4930550C14Rik, Gm15795, Kcne1, D630044L22Rik, Gm6044, Gm13474, Gm13652"
"1558","Principal cells-8","Mir681, D630044L22Rik, Spr-ps1, A930017K11Rik, D730001G18Rik, Kcne1, Ankrd24, Gm17750, Gm14488, RP23-56A7.4"
"1559","Principal cells-9","D630044L22Rik, Gm20485, Kcne1, A930017K11Rik, Gm15810, Efna4, C330013F16Rik, Car15, Gm15731, 4930550C14Rik"
"1560","Principal cells-10","D630044L22Rik, RP24-343J5.2, Gm21704, Defb29, A930017K11Rik, Trim60, Gm26736, Mageh1, Gm15813, Gm23240"
"1561","Principal cells-11","Gm15122, E130018N17Rik, Kcne1, D630044L22Rik, A930017K11Rik, Gm13262, RP23-260J11.1, Gm15471, Gemin8, Trim60"
"1562","Principal cells-12","Efcab12, Igdcc3, Spr-ps1, Kcne1, Gm17035, Gm23260, Gm11366, Trim60, Gm13262, D630044L22Rik"
"1563","Principal cells-13","Gm20485, Gm13594, Gm19518, Mir6405, A930017K11Rik, Gm15895, A230107N01Rik, Kcne1, D630044L22Rik, Tmem221"
"1564","Principal cells-14","Syf2, D630044L22Rik, Mir1b, Gm13652, Kcne1, Gm15810, Car15, A930017K11Rik, Mir196a-1, 4930550C14Rik"
"1565","Principal cells-15","Gm7108, Gm1848, Gm13838, A930017K11Rik, Gm9575, Tacstd2, Nhlrc4, Gm16793, C030014I23Rik, Kcne1"
"1566","Principal cells-16","Gm5255, 4933416C03Rik, Vmn1r34, RP24-218O2.1, Gm13150, Olfr669, Olfr804, Gm7837, Mir7065, Hspe1-ps3"
"1567","Proximal tubule cells-0","Slc7a13, Slc22a28, Gm20713, Lyrm1, Gm16004, Cyp2j7, Slc22a6, Gm10804, Ugt2b38, Gm5278"
"1568","Proximal tubule cells-1","Gm906, Slc16a14, D630023F18Rik, 4930483K19Rik, Vmn2r-ps87, Slc34a3, Gm10845, Gm16311, 4930528G23Rik, Gm16044"
"1569","Proximal tubule cells-2","Slc6a18, Gm29337, Gm15968, Pdxk-ps, Mettl7a2Higd1c, Gm23622, Akr1c18, Gm15967, Prok1, Cyp4a31"
"1570","Proximal tubule cells-3","Slc22a8, Slc22a6, Gm10787, Cyp4a31, Gm10271, Cyp26c1, RP24-180K20.1, Gm5432, Gm4450, RP23-415C3.6"
"1571","Proximal tubule cells-4","Gm12962, Slc34a3, D630023F18Rik, Enpp6, AA672651, Mettl21b, Ugt2b38, Sult1c1, Gm19541, Gm16004"
"1572","Proximal tubule cells-5","Slc22a7, Slc22a2, C1qtnf3, Pecr, Hsd3b4, Gm11754, Gm6309, Gm18159, Gm15967, Mettl7a2"
"1573","Proximal tubule cells-6","Ugt2b38, Pfn3, Tmem27, Olfr460, Asb9, 4930528G23Rik, Gm11766, Phyhipl, Gm16004, Gm26627"
"1574","Proximal tubule cells-7","Lrp2, 1700011H14Rik, Slc13a3, Gm29012, Enpp6, Cyp27b1, Gcm1, Gm10845, Gm16128, Akr1c21"
"1575","Proximal tubule cells-8","Keg1, St8sia1, Cyp2j13, Slc22a12, Them7, RP24-81A22.2, Phyhipl, Pecr, Slc17a1, Gm853"
"1576","Proximal tubule cells-9","Slc18a1, Ugt2b37, Gm11964, Gm12962, Gm10845, Ugt2b38, Scml1, Arl13a, Slc34a3, AU015336"
"1577","Proximal tubule cells-10","Akr1c21, Slc22a8, Smim1, Halr1, Gm28638, Gm16004, Gm16311, Sypl2, Gsta2, Gm11523"
"1578","Proximal tubule cells-11","Bcat1, Gm13936, Havcr1, Gm853, Gm13093, RP23-346B13.4, Timd2, Gm7233, Mettl7a2Higd1c, 1700016C15Rik"
"1579","Proximal tubule cells-12","Gm13936, Gm14437, Slc22a6, RP23-227A12.5, Asb9, BC021785, Prok1, Gm15354, Gm12678, Plscr2"
"1580","Proximal tubule cells-13","Aadat, Gm10283, Slc16a14, Gm20400, Gatm, Gm906, Hsd3b4, Gm29337, Akr1c18, Gm10804"
"1581","Proximal tubule cells-14","Tmem174, Higd1c, Fam107a, Gm16487, Gm4450, Gm29337, Gm17040, Gm10804, Gm15968, Cyp2j15-ps"
"1582","Proximal tubule cells-15","Acnat2, 4930533I22Rik, Hspe1-ps6, Tmem174, Prok1, Hsd3b4, Slc22a29, Mettl7a2, Gm22042, RP24-81A22.2"
"1583","Proximal tubule cells-16","Cldn10, Hnf1b, B3gat2, Gm20400, Gm15967, Gm4450, BC035947, Them7, RP23-56K17.3, Gm22748"
"1584","Proximal tubule cells-17","Gcnt1, Sugct, Acmsd, Slc6a15, Ak4, RP24-180K20.1, Cyp2j11, Gm29012, Bloc1s6os, 1110019D14Rik"
"1585","Proximal tubule cells-18","Pter, Tmem27, Them7, Gm3830, Slc22a19, Acy3, Gm6309, Gm15348, Gm15967, Gm15990"
"1586","Proximal tubule cells-19","Miox, Slc13a3, Slc22a8, Gatm, Rpl21-ps14, Hnf1b, Gm10845, Gm15638, Them7, Gm23622"
"1587","Proximal tubule cells-20","Fut9, Cyp24a1, Gm26897, Gm25703, Gm22073, Gm28576, Gas2, Rhox4d, Bdh2, Gm906"
"1588","Proximal tubule cells-21","Fgf1, Slc6a20b, D630008O14Rik, Gm26708, Gm7375, Gm8957, Samt1, Cyp2j15-ps, Btg1-ps2, Slco1a6"
"1589","Proximal tubule cells-22","Gm8581, Tyw3, Gm20530, RP23-380A10.6, Neurog2, 1700008P02Rik, Gm18159, Mir599, Gm5384, RP24-180K20.1"
"1590","Proximal tubule cells-23","Acad10, Supt4a, Gm6309, Gm18159, Gm15348, Gm14957, Gm29106, Mir3073a, Gm10444, Gm15288"
"1591","Proximal tubule cells-24","Gm18159, Gm16004, Gm12347, Vmn2r69, Gm1045, Lyzl1, Cdh24, A330043C09Rik, Gm12451, Gm15968"
"1592","Proximal tubule cells-25","Gm10639, Gm9991, Gm14212, Gm11788, 2010001A14Rik, Slc34a3, Gm11652, Ascl4, Gm15217, PCDHA9"
"1593","Pulmonary neuroendocrine cells-0","Siah2, Gm5796, Gm3252, Fgf5, Gm3696, Gm7831, Lmx1b, Gm26509, Gm16306, Gm26621"
"1594","Pulmonary neuroendocrine cells-1","Thbs1, Sox3, Gm3373, Ascl1, Arhgap36, Dll3, Tekt5, A430078I02Rik, Gm5796, Fbxl16"
"1595","Pulmonary neuroendocrine cells-2","Gm3696, RP23-162G11.3, Sox21, Dmrta2, RP23-266J14.1, Gm15383, Gm12860, Lrp8os2, Gm11636, Hist3h2ba"
"1596","Pulmonary neuroendocrine cells-3","Piezo2, Colgalt2, Tcerg1l, Ascl1, Kcnk16, Mettl11b, Gm15477, Tmem28, G630016G05Rik, RP23-293I7.7"
"1597","Pulmonary neuroendocrine cells-4","Gem, Mettl11b, Gm4117, C130021I20Rik, Dpep2, Irx2, Xkr7, Gm13017, Fastkd1, G730003C15Rik"
"1598","Pulmonary neuroendocrine cells-5","Mrpl17, Ighd, Igf2, Gm7831, Rprm, Fbxo4, Sstr5, Fam124b, Gm20257, Gm12298"
"1599","Pulmonary neuroendocrine cells-6","Ascl1, Olfr93, Resp18, Fgf5, Dll3, Calca, Gm15351, Asphd1, Wnt3, Arhgap36"
"1600","Pulmonary neuroendocrine cells-7","Gm2897, Gm29477, Gm23463, Smok4a, Gm10406, Fgf5, BC089491, Resp18, Gm8237, Gm3164"
"1601","Pulmonary neuroendocrine cells-8","Gm3752, Slc35d3, Gm4128, Gm3500, 2610042L04Rik, Gm16548, Arhgap36, Gm7831, Gm18800, Gm17387"
"1602","Pulmonary neuroendocrine cells-9","Rad51b, Gm12474, Gm26671, RP24-429M15.5, Gm26419, Samd1, Mecomos, RP24-120B18.2, Lyzl4, Gm3383, Gm5752"
"1603","Pulmonary neuroendocrine cells-10","Gm8246, Trap1a, B630019K06Rik, Traj55, Gm26602, Mir3094, Nupl1, Rpl10-ps2, Gm23293, Gm16121"
"1604","Pulmonary neuroendocrine cells-11","RP24-240P15.1, RP23-144E24.1, Olfr1242, Olfr93, Zfp708, Snord45c, Gm23138, Dnmt3l-ps1, Fam71e2, Arhgap36"
"1605","Purkinje neurons_1","Gm10038, Gm27040, 2410124H12Rik, Gm13883, 4930480K15Rik, RP23-216O10.8, Gm26937, Csta1, Skor2, A230004M16Rik"
"1606","Purkinje neurons_2","Insm2, 1700124L16Rik, Grip1os2, 4930527B05Rik, Gm13008, Gm22067, Pcdha7, 2810455O05Rik, Gm16183, Olfr239"
"1607","Purkinje neurons_3","2410124H12Rik, Gm13335, Gm27226, Hes3, RP23-247F18.6, Gm14133, Vax2, Skor2, Csta1, Gm26907"
"1608","Purkinje neurons_4","9630028H03Rik, Zfand4, Gm15046, Gria3, Gm14033, Homer3, Gm15083, 2410124H12Rik, Skor2, Prl2c2, Gm6298"
"1609","Purkinje neurons_5","1500009C09Rik, Gm17661, Cdr1, Slc32a1, Zic3, Gm9816, Cabp7, Pcdhb18, Gm28294, RP24-186G5.2"
"1610","Purkinje neurons_6","Cntnap5b, Trim9, Shank1, Ntm, Dagla, Grid2ip, Psd2, Gm15164, Gm11443, Gm6298"
"1611","Purkinje neurons_7","Kcnab1, Cacng2, Gpr63, Gm26713, Iltifb, Htr1b, Psd2, Zfp385c, Hes3, RP24-328M23.2"
"1612","Purkinje neurons_8","Anks1b, Itpr1, Cdh18, Slc1a6, Fam107b, Atp2b2, Pcsk6, Aldoc, Arhgef33, Gm11906"
"1613","Purkinje neurons_9","Gm25205, Gm5083, Arhgap20os, Gm22373, Gm13417, Gm19840, Gm13630, RP23-267J24.2, Zbtb8b, RP23-416H10.6"
"1614","Purkinje neurons_10","Atp1a3, Rgs8, Gabra1, Car8, Kcnc3, Clstn3, Slc12a5, Nptx1, Icmt, Fam21"
"1615","Purkinje neurons_11","Gm28385, Gm13183, Gm17157, Gm23625, Gm11800, Gm28601, Gm3424, Ear6, Gm13191, Gm15202"
"1616","Purkinje neurons_12","Frmpd3, Gm25378, Gm24948, Gm12797, Klk1b26, Gm24130, Gm8307, Olfr1350, Olfr944, Gm26713"
"1617","Rdh16 positive cells-0","Ghrhr, Cthrc1, RP23-260J11.3, Gm13404, Gm14344, RP24-443M8.1, Slc25a5-ps, Oscp1, Zfp949, Folr2"
"1618","Rdh16 positive cells-1","Dcdc2a, Gpr64, Sorcs2, Gja1, Esr1, Cfap44, Crocc, Ddo, Acsbg1, Tmem132b"
"1619","Rdh16 positive cells-2","Hk1os, Gm18254, 4930528G23Rik, Cstad, Gm15241, Gm21976, Ngfrap1, Gm14344, Bpi, Gm13335"
"1620","Rdh16 positive cells-3","Rdh19, Ghrhr, Prss56, Gm12339, Ppp1r26, Gm14344, Etaa1, Bpi, RP24-181G14.2, Gm9951"
"1621","Rdh16 positive cells-4","1700001C02Rik, Lrrc74b, 1700018A04Rik, Gm16201, Ulk4, Gm21798, T2, Stox1, 1700012B09Rik, A730090H04Rik"
"1622","Rdh16 positive cells-5","Stk26, Igsf11, 4833428L15Rik, Odf3b, Defb36, Adam11, Gm5459, Gm9951, Rdh18-ps, Zfp709"
"1623","Rdh16 positive cells-6","0610025J13Rik, Gm9670, Gm6044, 1700003D09Rik, Gm14344, Gm10959, RP24-181G14.2, Bpi, Ghrhr, B930041F14Rik"
"1624","Rdh16 positive cells-7","Teddm1b, Rnf183, Gm26555, RP24-181G14.2, Gm20946, Gm26704, Gm3411, Slc30a3, RP23-430G15.6, Gm14164"
"1625","Rdh16 positive cells-8","Gm17025, Slc16a13, RP23-73N8.3, Gm9925, Camk1, Dnajb7, Calml3, Gm10959, RP24-181G14.2, Gm15137"
"1626","Rdh16 positive cells-9","Akr7a5, Gm21411, Bpi, Ghrhr, Gm14344, RP23-260J11.3, Gm16754, 2810030D12Rik, Gm20395, A930004D18Rik"
"1627","Rdh16 positive cells-10","Ctcflos, Fam83a, Gm5397, Gm26600, Mirlet7a-2, Gm24154, Gm13781, Mir210, Elane, Gm11950"
"1628","Rdh16 positive cells-11","Gm16380, Gm24836, Gm10015, 4930461C15Rik, 2310044K18Rik, Gm10784, RP23-127L4.1, Gm5417, Dydc2, Gm26983"
"1629","Rdh16 positive cells-12","Prl2a1, AC124606.1, Gm13305, RP24-230C18.1, Vmn2r106, Gm22685, Gm40, Vmn2r-ps5, Trbv20, Rpl21-ps15"
"1630","Rdh16 positive cells-13","RP23-260J11.3, Prr5, Calm5, Gpr50, Gm6043, Gm13404, Ptch2, Defb36, Gm11592, Gm13103, Gm15836"
"1631","Rdh16 positive cells-14","Gm25487, Sall1, Notumos, Gm15758, Gm25613, Mir1946b, Olfr366, Vmn1r184, Gm11731, Gm15444"
"1632","Rdh16 positive cells-15","Gm13847, 4933413J09Rik, Wt1, Mir135a-2, Shbg, Olfr1349, Mir7662, Speer2, Gm29157, Gm26146"
"1633","Rdh16 positive cells-16","Dnah8, Dnah14, Spag16, Agbl4, Ctnna3, Macrod2, Catsperb, Spata16, Nasp, Ptpn20"
"1634","Secretory cells-0","Gm13132, Gm15406, Tcte2, Zfp672, Gm29438, Ooep, RP23-411B11.4, Gm28096, Gjb6, Stx19"
"1635","Secretory cells-1","Neil2, 9330159M07Rik, Sox5os2, Fcf1, Spin2c, Tmem202, Gm11771, RP23-435E7.3, 1810010H24Rik, Gm10258"
"1636","Secretory cells-2","Gm15883, Cnga2, RP23-128G10.6, Wdr13, Gm13049, Swsap1, Tubg1, 4930588K23Rik, Gm7628, Rpl23a-ps3"
"1637","Secretory cells-3","Gm17184, Fam187b, Gm11366, Ptgs2os2, Gm15712, Fbxl6, Fam198a, Plekhd1os, RP24-507O16.3, RP23-411B11.3"
"1638","Secretory cells-4","Bpifa1, 2010007H06Rik, Muc5b, Scgb3a1, RP23-227A12.5, Vtcn1, Cxcl5, Cyp4a12b, RP24-429M15.4, Gm3002"
"1639","Secretory cells-5","Rasl11a, Stx19, Bcap29, Spred3, Gm14473, RP24-120B18.2, Nkx2-1, Pir, Gm15870, Morc1"
"1640","Secretory cells-6","Aox1, Gabrp, Gm13715, Gm16046, 1810010H24Rik, Irx3, RP23-128G10.6, RP23-435E7.3, Gm11771, M1ap"
"1641","Secretory cells-7","Dctn5, Vmn1r171, Gm29292, Gm16192, D930020B18Rik, Cherp, RP23-386K20.6, Gm10602, Gm20650, Fxyd5"
"1642","Secretory cells-8","RP23-411B11.4, Gm10287, Gm15902, M1ap, Ciart, Slc19a3, Mmp11, H60c, Hilpda, 4933413C19Rik"
"1643","Secretory cells-9","Megf6, Gm29455, Irx3os, Grasp, Gm14093, RP23-227A12.5, Cxcl17, Gm11771, Gm28856, Tgfbr3l"
"1644","Secretory cells-10","4930503E14Rik, Gm20604, RP23-316G7.2, RP24-507O16.3, 1700086D15Rik, Gm10258, Gm18594, Gm11771, C920006O11Rik, RP23-335C3.9"
"1645","Secretory cells-11","Vill, RP24-540L1.1, RP23-191P7.1, Slc19a3, Gm14321, Gm11771, Gm16246, Dcxr, Gm2531, Gm27022"
"1646","Secretory cells-12","Sik1, Cnga2, Snx11, Gm14382, RP23-128G10.6, Fbxo2, Gm26797, Ptk7, RP23-411B11.3, 5430402O13Rik"
"1647","Secretory cells-13","Grin1os, RP23-411B11.4, Vnn3, Fam198a, Gm16136, Gm11771, Sik1, Prss8, 6720427I07Rik, Tle2"
"1648","Secretory cells-14","1700086D15Rik, Sec14l4, Gm20635, RP23-411B11.3, Nrarp, D130052B06Rik, RP23-232K16.2, RP23-411B11.4, Rhov, RP23-411B11.2"
"1649","Secretory cells-15","1700029J03Rik, Extl1, Gm16192, RP23-435E7.3, Fign, Mecomos, RP24-287C2.1, RP23-73N8.1, Gm28821, Gstt3"
"1650","Secretory cells-16","1190002F15Rik, Zfp367, C87198, 4930422M22Rik, Gm11771, 1700086D15Rik, Gm15350, Tpx2, Lypd2, RP23-411B11.3"
"1651","Secretory cells-17","1810010H24Rik, Vtcn1, Gm10258, Gsta2, Gm13713, Numbl, Shh, Zfp418, RP23-411B11.3, Rbbp8nl"
"1652","Secretory cells-18","Gm16137, Gm20939, RP24-287C2.1, Sec14l4, Gm11771, Gm9806, Zscan25, RP23-411B11.4, 4921518K17Rik, M1ap"
"1653","Secretory cells-19","March9, Arhgap40, Sapcd2, RP23-411B11.4, Cnga2, Zfp772, Slc39a10, Mir1927, 4930588K23Rik, RP23-268A12.3"
"1654","Sis positive cells-0","Sphk2, Gm16054, Gm15502, Tmem89, Klhdc7b, Gm7457, Tex12, Gm21969, Pdx1, Gm10359"
"1655","Sis positive cells-1","Daf2, Bambi-ps1, Oit3, Tmcc3os, Gm26737, RP24-65D16.4, Mir3109, Gm15774, Krt12, 1700061H18Rik"
"1656","Sis positive cells-2","Gm15372, 4930448D08Rik, Sapcd2, Mir3971, Gm15731, Steap1, Cml5, Gm16185, Gm7399, Gm11695"
"1657","Sis positive cells-3","Ltf, Gm10794, Ccl24, Ttll2, Gm16054, Oas1e, Hes2, Rhebl1, 2010308F09Rik, Gm17025"
"1658","Sis positive cells-4","Hemt1, Gm28322, Gm16054, 4933422H20Rik, Hottip, Mir3109, Gm7457, Gm20548, Gm20536, Bmyc"
"1659","Sis positive cells-5","Nek10, Slc46a1, Cml5, Pdx1, Tex12, Tmem89, Gm13657, Mir194-1, Gm17023, Gm16054"
"1660","Sis positive cells-6","Hemt1, RP24-65D16.4, RP23-20I9.1, 1700119H24Rik, 2010308F09Rik, Gm20478, Zfp773, RP24-84B18.2, 2610528J11Rik, Krt12"
"1661","Sis positive cells-7","Gm18254, RP24-538F21.2, Ms4a15, Gm22067, Gm12744, Gp1bb, Gm22043, RP23-334M9.5, Prss27, Gm12219"
"1662","Sis positive cells-8","Gm15342, AV064505, Gm22523, Gm25857, Tmem89, Prss27, Gm15374, Gm23593, Gm16185, Mroh6"
"1663","Sis positive cells-9","Gm6407, Gm14408, Gm8807, Gm25794, Vmn2r103, Gm13133, Gm12090, Gm11460, Gm26576, Gm13604"
"1664","Sis positive cells-10","Gm14579, Krtap5-3, Gm15226, RP23-138L21.3, Shbg, Gm13134, Gm11588, 2310034G01Rik, Vmn2r17, Mir6539"
"1665","Sis positive cells-11","Gm13081, Vmn2r36, BC048502, 6030442E23Rik, Gm8104, Rgr, RP23-385N7.2, Mir23b, Cphx1, Mir5128"
"1666","Skeletal muscle cells-0","Ip6k3, 2310065F04Rik, Irx5, Gm14769, Gm10390, Fhl3, Smco1, Myadml2, Nol3, Gm14319"
"1667","Skeletal muscle cells-1","Murc, Lep, Ddt, Oxtr, Nol3, Hcar1, Frmd8os, Gm14319, Cebpa, Gm11716"
"1668","Skeletal muscle cells-2","Lrrc30, CH25-241D1.1, Crhr2, Mafa, Scp2-ps2, Gm4204, Dhrs7c, Klhl38, Six1, Hhatl"
"1669","Skeletal muscle cells-3","Ophn1, Adhfe1, Art5, Foxo6os, Arxes2, Col7a1, Kcna7, Mir1a-1, Dysf, Fxyd1"
"1670","Skeletal muscle cells-4","Mrvi1, Rxfp1, Mical3, Ror2, Tnnt3, Itga5, Antxr1, Ptpn5, Meis2, Irs1"
"1671","Skeletal muscle cells-5","2210420H20Rik, Myoz3, Sh2b2, Gm14093, Dmbx1, Jsrp1, Trim72, Cebpa, Ptp4a1, C030037D09Rik"
"1672","Skeletal muscle cells-6","Myh3, Cilp, Dapk2, Lce3c, Fst, 2300005B03Rik, Crct1, Lce1e, Calml3, Lce3a"
"1673","Skeletal muscle cells-7","Myoz1, Dusp27, Lmod3, 1500012K07Rik, Myf6, Jsrp1, Chrnd, Smtnl1, Dnajb5, Snai3"
"1674","Skeletal muscle cells-8","Gm8424, Irs3, 0610012D04Rik, Hoxd9, Morc4, 2310040G24Rik, Kcna7, Igfals, Phlda3, Sh3bgrl3"
"1675","Skeletal muscle cells-9","Cntfr, Taf4b, Asb4, Hr, Cav3, Gm15833, Alpk2, 2310061J03Rik, Otog, RP24-326O4.2"
"1676","Skeletal muscle cells-10","Myh8, Mb, Tnnc2, H19, Tnni2, Sln, Acta1, 9230104L09Rik, Thbs2, S100a4"
"1677","Skeletal muscle cells-11","Rbfox3, Otogl, Sost, Cnnm1, P2rx1, Gm12022, Col4a6, Bpifa2, Pcp4, Adam33"
